new_id	phase	F__Bacteroidaceae	F__Veillonellaceae	F__Rikenellaceae	F__Enterobacteriaceae	F__Ruminococcaceae	F__Porphyromonadaceae	F__Acidaminococcaceae	F__Sutterellaceae	F__Lachnospiraceae	F__Verrucomicrobiaceae	F__Streptococcaceae	F__Prevotellaceae	O__Clostridiales	O__Burkholderiales	F__Pasteurellaceae	F__Coriobacteriaceae	F__Erysipelotrichaceae	C__Alphaproteobacteria	F__Peptostreptococcaceae	P__Firmicutes	F__Lactobacillaceae	F__Desulfovibrionaceae	O__Bacteroidales	F__Pseudomonadaceae	F__Enterococcaceae	F__Halomonadaceae	F__Clostridiaceae_1	F__Oxalobacteraceae	P__Proteobacteria	F__Fusobacteriaceae	F__Clostridiales_Incertae_Sedis_XIII	F__Shewanellaceae	F__Moraxellaceae	F__Staphylococcaceae	P__Bacteroidetes	F__Anaeroplasmataceae	K__Bacteria	F__Spirochaetaceae	F__Succinivibrionaceae	F__Streptophyta	F__Clostridiales_Incertae_Sedis_XII	F__Comamonadaceae	F__Micrococcaceae	F__Flavobacteriaceae	F__Burkholderiaceae	F__Bifidobacteriaceae	F__Synergistaceae	F__Propionibacteriaceae	F__Catabacteriaceae	F__Peptococcaceae_1	F__Leuconostocaceae	F__Carnobacteriaceae	C__Clostridia	F__Actinomycetaceae	C__Gammaproteobacteria	P__Candidatus_Saccharibacteria	F__Bacillales_Incertae_Sedis_XI	C__Mollicutes	F__Campylobacteraceae	F__Christensenellaceae	F__Victivallaceae	F__Clostridiales_Incertae_Sedis_XI	F__Cytophagaceae	F__Microbacteriaceae	O__Cytophagales	F__Corynebacteriaceae	C__Bacilli	F__Helicobacteraceae	F__Chitinophagaceae	F__Puniceicoccaceae	F__Elusimicrobiaceae	F__Xanthomonadaceae	F__Marinilabiliaceae	F__Leptotrichiaceae	F__Neisseriaceae	F__Sphingomonadaceae	F__Eubacteriaceae	F__Caulobacteraceae	F__Bacillales_Incertae_Sedis_X	O__Gammaproteobacteria_incertae_sedis	F__Brucellaceae	F__Planococcaceae	F__Aeromonadaceae	O__Bacillales	F__Rhodobacteraceae	F__Cryomorphaceae	P__Parcubacteria	F__Peptoniphilaceae	F__Aerococcaceae	F__Alcaligenaceae	C__Betaproteobacteria	F__Sphingobacteriaceae	F__Bacillaceae_1	F__Oceanospirillaceae	F__Legionellaceae	F__Cyclobacteriaceae	F__Acetobacteraceae	F__Deferribacteraceae	F__Bacillariophyta	F__Thermoactinomycetaceae_1	F__Promicromonosporaceae	F__Rhizobiaceae	F__Deinococcaceae	F__Listeriaceae	F__Brevibacteriaceae	F__Nocardioidaceae	O__Myxococcales	F__Coxiellaceae	F__Bacteriovoracaceae	O__Lactobacillales	F__Rhodocyclaceae	F__Syntrophomonadaceae	O__Rhizobiales	O__Flavobacteriales	F__Labilitrichaceae	F__Bradyrhizobiaceae	F__Intrasporangiaceae	F__Methylobacteriaceae	O__Actinomycetales	NA	F__Pseudoalteromonadaceae	F__Clostridiaceae_4	F__Bdellovibrionaceae	F__Psychromonadaceae	O__Gp16	F__Hyphomicrobiaceae	C__Epsilonproteobacteria	F__Rickettsiaceae	C__Deltaproteobacteria	F__Methylococcaceae	F__Vibrionaceae	P__Microgenomates	C__Cyanobacteria	F__Chloroflexaceae	F__Dermacoccaceae	F__Burkholderiales_incertae_sedis	F__Holophagaceae	F__Nocardiaceae	O__Blastocatella	F__Cardiobacteriaceae	F__Armatimonadaceae	O__Gp6	F__Solirubrobacteraceae	F__Methylophilaceae
2020-023_PSC_0183	BL	8158	0	2500	319	2088	1866	511	1461	1062	3	3	907	0	0	0	88	78	218	43	6	0	69	0	0	0	0	12	39	87	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0184	BL	2970	0	791	454	3055	1708	237	486	3748	7	16	2374	638	7	0	19	34	139	0	94	0	190	3	0	0	0	8	17	260	0	0	0	0	0	149	117	1336	0	0	14	0	0	0	0	0	0	156	0	10	0	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0185	BL	5145	4124	498	5004	2769	1332	2520	279	1208	3	0	7936	0	23	16	26	146	0	110	0	0	48	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0186	BL	2	422	0	23	5	3	0	0	706	0	3846	5	0	0	26	109	0	0	0	0	25	0	0	441	6	0	2	5	0	0	4	0	0	0	0	0	0	0	0	18	0	7	759	14	17	11	0	0	0	0	19	77	0	612	0	5	5	0	20	0	0	0	5	107	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0187	BL	7219	2692	2093	1064	5588	1518	0	888	2831	68	31	0	69	1462	7	73	965	0	110	91	0	187	0	0	0	0	55	0	0	0	33	0	0	0	0	0	0	0	0	0	115	0	0	0	0	7	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0188	BL	17106	875	1283	1717	2030	3378	3	2279	3414	0	20	0	21	0	0	118	363	0	6	22	0	21	0	0	0	0	63	0	0	0	10	0	0	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0190	BL	11218	807	1471	282	3179	0	0	0	2845	1301	60	237	0	0	89	31	31	0	20	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0191	BL	4705	1218	1517	2286	6298	2887	12	137	2236	95	69	142	4239	6	9	1344	1287	0	60	57	9	19	0	0	0	4	41	30	0	0	52	0	0	0	1401	0	162	0	0	0	28	2	0	0	0	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0192	BL	11646	11	1593	5857	4126	1180	0	0	5879	95	735	0	281	0	0	59	573	0	22	103	59	0	0	0	11	0	22	0	0	0	89	0	0	0	0	0	0	0	0	22	0	5	9	0	0	0	0	5	0	0	0	13	0	13	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0193	BL	20628	3222	468	12801	6624	5	0	0	5222	0	54	3	0	0	0	281	293	0	4	0	51	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0194	BL	5224	6	450	6433	1971	373	332	76	3749	1039	1286	92	23	0	0	233	941	0	0	0	99	48	0	0	21	0	0	0	34	307	16	0	0	0	0	0	2	0	0	0	0	0	17	0	0	9	0	0	0	0	0	28	0	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0195	BL	401	345	0	25	50	36	0	0	2498	0	3320	0	0	0	0	0	523	0	10533	13	526	0	0	20	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	42	126	0	0	44	0	0	7	8	0	11	0	27	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0196	BL	5307	3609	1071	5558	3377	349	0	529	1470	0	382	50	0	0	0	61	41	0	17	64	0	351	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0197	BL	6113	0	2234	7668	6695	2177	947	170	1609	113	187	49	4412	0	0	696	487	48	34	90	22	117	105	37	111	0	16	35	0	0	37	0	3549	0	35	0	505	0	0	0	16	0	0	0	0	9	3	0	12	0	29	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0199	BL	11478	2636	1306	13548	11552	729	2752	326	8338	125	83	1861	2175	0	8	2921	2783	0	562	0	617	525	1304	0	22	0	273	0	0	0	111	0	0	0	0	0	1017	0	8	0	0	0	5	0	0	0	0	0	39	0	0	0	0	0	2	4	0	0	0	53	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0200	BL	4297	8	4274	117	3557	2039	429	855	1343	0	165	0	182	0	0	417	194	5	43	116	0	240	116	0	5	0	25	0	14	0	13	0	0	0	0	0	19	0	0	10	0	0	0	0	0	197	0	0	3	0	0	0	26	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0201	BL	15398	0	10644	348	9613	5350	4308	2356	4153	5	11	0	58	0	0	499	212	126	108	70	0	474	0	0	0	0	22	184	3477	0	27	0	0	0	0	0	66	0	0	0	10	0	0	0	0	22	0	0	17	19	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0202	BL	7720	42	4600	0	4050	1170	1229	44	3602	0	521	0	200	0	0	130	112	2	24	127	29	0	0	0	0	0	24	0	0	0	49	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	22	0	0	3	0	2	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0203	BL	7668	2287	1438	287	371	1892	3139	1168	1122	0	13	580	6	311	3	64	645	0	0	0	0	463	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0204	BL	8137	1905	5005	254	6497	2555	0	1592	2672	1360	0	0	433	0	0	63	140	0	11	755	0	131	0	0	13	0	0	0	0	0	35	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0205	BL	8819	335	2406	1497	3928	2508	0	492	1751	828	4	241	52	0	0	124	284	105	0	18	0	472	0	0	6	0	11	4	359	0	12	0	0	0	0	0	0	0	0	26	0	0	0	2	0	0	0	0	7	0	0	0	0	3	116	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0206	BL	3968	1267	774	546	10588	1535	9	2228	2519	9	148	5875	1052	0	494	330	182	0	0	113	14	78	989	0	3	0	197	42	0	0	35	0	0	0	0	0	1224	0	0	0	0	0	0	0	0	0	0	0	100	78	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0207	BL	6974	16	509	5027	2213	490	0	0	1868	66	374	0	191	0	0	75	148	0	0	2	4	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	2	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0209	BL	3840	1077	1369	6934	1642	699	0	336	1833	171	198	5	25	0	0	131	159	0	35	320	0	281	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	4	0	9	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0211	BL	2454	241	0	861	2766	0	0	652	3376	0	80	0	0	0	180	0	1114	0	320	0	7	0	0	0	580	0	665	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0212	BL	7457	5826	2409	0	3512	1845	0	1014	1990	116	34	4317	204	0	4	9	673	0	9	18	0	6	0	0	0	17	17	446	65	0	0	16	0	0	0	0	25	0	0	0	21	0	0	0	0	0	0	15	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0213	BL	1585	1319	514	73	1841	467	0	33	497	0	0	3691	106	0	0	241	914	0	7	244	7	212	356	0	0	0	0	0	0	0	7	0	0	0	0	0	29	0	2195	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	95	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0215	BL	4185	719	1965	37	8796	2547	1238	603	5550	43	312	6546	655	0	2897	62	208	12	47	9	61	744	489	0	0	0	35	0	2	2	20	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0216	BL	8729	234	2	4201	2144	0	1319	1678	1707	0	223	0	734	0	5	253	677	0	159	0	138	0	0	0	283	0	67	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0218	BL	7201	19	1163	1077	2294	1135	1	499	3901	0	498	214	55	0	17	61	190	0	3	50	105	158	867	0	0	0	0	0	7	22	14	4	0	4	0	0	0	0	0	99	30	0	0	0	0	0	0	0	11	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0219	BL	3999	0	2623	569	1533	1007	272	3	478	222	14	25	1572	0	0	222	267	343	0	37	0	39	0	0	0	0	0	36	0	4	11	0	0	0	67	0	45	0	0	0	2	0	0	0	0	0	3	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0220	BL	3688	134	2418	877	3979	1536	0	0	3058	38	116	3	213	0	17	64	339	0	50	33	0	0	0	0	0	0	69	0	0	0	34	0	0	2	0	0	0	0	0	31	6	12	0	0	0	0	4	0	39	0	0	0	0	0	0	19	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0221	BL	7041	228	981	241	2965	2633	6348	196	4832	0	105	2713	0	0	0	283	239	276	122	98	20	594	2782	0	2	0	9	0	0	0	179	0	0	0	0	0	0	0	0	0	42	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0223	BL	9150	114	620	10338	2918	472	0	0	1920	0	79	0	0	0	0	144	1927	1370	170	51	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	57	0	31	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0228	BL	3067	505	1489	3043	3185	18	830	371	1046	0	8	0	38	0	0	17	148	0	0	21	0	118	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0229	BL	11701	3298	6966	3175	4588	4662	1841	1005	5366	0	1518	1282	26	0	16	163	187	0	80	579	1116	95	0	0	53	0	22	0	0	0	30	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0230	BL	8033	3418	2969	472	4677	2625	0	338	1555	32	728	0	382	0	44	901	156	0	62	235	61	1195	64	0	0	13	16	172	437	0	73	5	0	0	0	0	10	0	0	7	17	3	16	0	0	4	56	0	0	0	0	4	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0231	BL	3178	820	2467	20	5783	536	0	24	804	0	8	4422	192	0	0	32	35	120	22	44	0	0	0	0	0	0	13	0	0	0	5	0	0	0	0	0	6	0	0	7	11	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020-023_PSC_0232	BL	2	1190	1916	811	7217	177	0	0	3450	0	10	834	104	0	61	159	624	0	127	661	0	17	0	0	0	0	188	0	0	0	6	0	0	0	0	3	48	0	0	0	23	0	0	0	0	14	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
